fault_line_distance,slope_degree,elevation,soil_type,green_area_coverage,water_proximity,disaster_risk_index,biodiversity_index,protected_area_proximity,air_quality_index,noise_pollution_potential,transport_accessibility,infrastructure_availability,zoning_compliance,poi_density,socioeconomic_score
27088,7.56,912,clayey,0.99,136.39,0.52,6.67,23435.2,342,0.78,0.72,True,True,4735,95.57
75142,3.44,2597,sandy,0.87,873.7,0.72,8.64,2032.73,467,0.3,0.16,False,True,1623,66.61
59873,10.97,2351,sandy,0.78,2866.55,0.57,7.81,26389.46,337,0.65,0.3,True,True,4244,52.46
82932,32.17,2084,clayey,0.86,3074.66,0.58,7.52,7853.0,211,0.75,0.26,True,True,2605,43.84
52960,34.15,104,loamy,0.62,4572.53,0.24,8.3,6914.85,121,0.67,0.26,True,False,650,73.94
87534,9.61,3320,clayey,0.55,4202.68,0.58,3.53,5753.8,159,0.66,0.55,False,True,2119,41.47
44340,9.54,2754,sandy,0.76,2802.14,0.34,3.42,29507.95,104,0.39,0.78,True,True,4030,82.13
47618,20.62,3095,loamy,0.97,2503.92,0.72,4.48,8299.56,125,0.54,0.61,True,True,54,56.35
47568,2.53,574,loamy,0.21,1912.56,0.68,4.05,23110.44,162,0.31,0.92,False,True,1749,51.08
32081,32.02,303,loamy,0.65,1848.74,0.74,0.08,18665.18,259,0.63,0.27,False,False,1244,51.59
67780,20.59,53,sandy,0.42,2932.23,0.17,7.14,9999.25,325,0.18,0.64,False,True,4002,52.82
99408,35.01,3606,loamy,0.44,3357.27,0.44,6.89,6888.49,16,0.93,0.66,True,True,1070,25.09
98282,35.36,2705,loamy,0.81,4137.2,0.07,3.03,21309.75,53,0.14,0.8,False,True,2591,89.22
50746,36.68,861,sandy,0.25,2455.16,0.65,1.61,24125.8,300,0.16,0.88,True,True,2537,52.4
95255,36.71,2722,clayey,0.32,644.0,0.99,9.46,24692.58,271,0.57,0.51,False,True,4573,47.26
48415,21.85,3580,clayey,0.81,1445.11,0.82,4.97,3024.5,126,0.84,0.03,False,True,4038,90.88
59210,31.5,3339,loamy,0.11,2625.27,0.98,4.03,16252.52,30,0.67,0.96,False,True,3406,20.55
6337,4.04,3337,sandy,0.53,2172.92,0.97,4.58,1053.24,459,0.52,0.44,False,True,35,90.96
37146,20.97,1528,sandy,0.08,4446.61,0.23,0.23,12392.53,385,0.91,0.85,False,True,243,62.65
44773,4.56,3245,clayey,0.19,2286.45,0.03,8.61,23232.99,478,0.81,0.44,False,False,717,32.5
7130,32.56,3332,sandy,0.33,4185.79,0.57,6.08,23587.98,488,0.03,0.42,False,False,619,45.24
16047,32.02,1990,clayey,0.69,200.24,0.5,3.84,8749.47,135,0.68,0.45,True,True,371,81.83
16373,37.25,545,loamy,0.55,402.29,0.32,0.29,29395.47,97,0.8,0.7,True,True,2243,97.49
74022,18.53,19,clayey,0.39,1056.23,0.2,7.27,20454.23,35,0.06,0.08,True,True,2034,67.13
48036,12.03,443,clayey,0.92,376.96,0.54,1.9,16624.53,488,0.1,0.12,True,False,4557,69.65
58981,27.07,1564,clayey,0.07,886.67,0.82,1.84,8214.29,479,0.92,0.24,True,False,4321,16.0
3413,12.69,1693,sandy,0.68,2118.31,0.78,1.23,10602.13,19,0.86,0.72,False,True,1876,63.3
12467,36.23,1280,sandy,0.94,2187.73,0.87,4.57,22352.97,126,0.76,0.4,False,False,3805,84.97
25679,10.81,2836,sandy,0.7,1095.02,0.92,6.14,7593.85,55,0.52,0.22,False,True,1494,0.73
31627,38.64,3323,sandy,0.74,1014.03,0.46,4.69,22134.12,39,0.4,0.45,True,False,387,16.31
7631,12.72,3146,clayey,0.44,2169.25,0.01,0.97,16208.06,416,0.15,0.63,False,True,1110,63.66
97979,1.56,1344,sandy,0.08,3691.68,0.06,2.55,13237.25,206,0.87,0.64,True,True,50,32.85
26708,29.68,3411,loamy,0.32,1307.11,0.69,8.54,12223.05,114,0.29,0.62,False,True,1958,73.98
59303,7.43,1934,clayey,0.44,4291.02,0.55,9.97,23878.1,330,0.07,0.84,True,True,4213,26.4
20711,19.36,2248,loamy,0.75,4332.67,0.05,3.47,24004.61,382,0.68,1.0,False,True,2674,68.7
83813,21.02,2251,loamy,0.53,1947.96,0.16,9.46,20643.03,155,0.21,0.11,False,True,4618,31.09
37061,24.23,3581,loamy,0.93,4602.96,0.58,7.67,29080.11,100,0.18,0.68,False,True,2206,95.07
80376,6.87,2966,clayey,0.06,1538.74,0.3,4.6,29629.18,326,0.74,0.85,True,True,2545,64.73
1926,28.11,141,clayey,0.99,774.35,0.5,5.63,13653.58,25,0.23,0.41,True,False,1551,26.87
51343,36.89,3989,sandy,0.49,4887.84,0.02,6.39,2504.22,118,0.13,0.71,True,False,577,63.5
58421,15.51,1223,clayey,0.2,1126.92,0.21,5.14,26696.61,363,0.17,0.4,False,False,1192,58.17
18911,4.58,3247,clayey,0.82,1001.58,0.62,0.05,14448.75,108,0.98,0.95,True,True,3815,12.94
19002,23.6,286,clayey,0.84,88.65,0.41,8.76,17867.82,410,0.8,0.08,True,True,3165,18.94
77696,3.69,2562,clayey,0.71,2019.61,0.16,5.25,20228.8,332,0.6,0.54,False,False,4671,60.72
26392,13.6,1956,loamy,0.61,1746.95,0.07,4.78,16295.62,50,0.81,0.76,False,True,3727,38.79
75965,7.78,2275,clayey,0.55,4481.39,0.38,7.02,4112.97,3,0.62,0.33,True,True,4556,43.42
69714,32.35,3021,clayey,0.51,3274.27,0.38,7.72,6533.41,239,0.95,0.09,True,True,1344,42.23
44275,38.65,49,clayey,0.15,3812.16,0.95,7.99,23827.48,340,0.52,0.13,True,True,509,16.54
83144,1.7,1653,loamy,0.16,100.22,0.82,8.79,8158.59,308,0.78,0.89,False,False,3993,18.17
70316,0.48,2604,sandy,0.71,220.86,0.23,7.88,10586.9,137,0.55,0.93,False,True,229,32.46
90721,19.45,1599,loamy,0.48,500.4,0.29,1.25,4543.11,35,0.18,0.91,False,True,3942,12.92
20379,27.62,1463,clayey,0.06,4488.07,0.74,4.2,27017.58,208,0.66,0.27,True,True,3456,50.48
34215,17.1,1957,loamy,0.88,2404.22,0.35,0.66,17680.56,445,0.18,0.64,True,False,3179,54.6
62187,27.25,1260,loamy,0.51,349.24,0.33,4.16,29499.61,293,0.86,0.38,True,False,4182,30.51
8978,12.55,3663,loamy,0.66,3787.57,0.8,7.97,22446.94,423,0.98,0.49,False,True,4270,95.38
30105,9.89,3713,sandy,0.24,4218.63,0.71,5.28,14332.5,369,0.93,0.2,False,False,1515,78.65
35566,16.72,3325,clayey,0.92,691.35,0.45,4.84,5107.55,212,0.32,0.04,True,False,2104,56.45
48706,36.91,602,clayey,0.04,604.26,0.51,7.81,23588.91,492,0.41,0.5,True,False,4290,56.8
86250,19.83,2846,clayey,0.08,4003.27,0.42,9.85,2332.79,293,0.38,0.99,False,False,4294,25.19
89648,13.6,392,clayey,0.39,4759.23,0.45,5.85,20084.27,379,0.37,0.69,True,False,610,27.44
68961,11.49,1586,clayey,0.03,4160.6,0.84,1.82,6301.08,216,0.73,0.97,False,False,1554,8.19
46434,14.67,3435,sandy,0.55,1530.31,0.29,4.5,29685.58,222,0.93,0.59,False,False,2429,23.75
63039,17.91,2795,clayey,0.49,2761.91,0.37,3.86,4786.06,26,0.5,0.02,True,False,1742,26.8
76138,22.1,3277,loamy,0.49,1296.77,0.64,4.83,432.93,481,0.37,0.53,True,False,831,46.21
91477,9.38,3336,clayey,0.74,4329.7,0.51,2.25,14837.73,492,0.43,0.42,False,False,2877,21.48
22902,12.2,223,clayey,0.62,1709.8,0.29,8.69,1982.81,92,0.13,0.69,False,True,704,54.52
65785,7.47,2369,loamy,0.4,1146.0,0.13,1.43,27018.98,228,0.64,0.7,True,True,930,30.35
13573,28.7,-33,sandy,0.82,4333.38,0.23,0.61,0.68,275,0.85,0.58,True,True,3772,93.28
37683,3.29,2501,loamy,0.93,529.24,0.99,6.91,25606.93,414,0.15,0.17,False,True,85,31.28
98473,14.78,3796,loamy,0.76,81.24,0.55,8.94,10922.39,387,0.64,0.69,False,False,4417,56.87
92289,6.91,1586,loamy,0.32,2223.76,0.73,6.29,10073.5,293,0.02,0.9,True,False,1388,69.97
63864,7.89,2691,loamy,0.81,1819.78,0.25,3.54,18481.21,116,0.42,0.92,False,False,1469,53.22
31411,30.23,3358,sandy,0.25,1403.1,0.65,6.85,12451.7,130,0.17,0.85,False,False,3308,10.53
66353,0.13,1504,clayey,0.07,876.26,0.08,1.9,6526.81,407,0.25,0.02,False,True,854,67.11
87994,28.25,3978,loamy,0.52,2981.96,0.75,0.83,17282.62,468,0.55,0.25,True,False,1253,36.4
78526,24.33,509,loamy,0.8,4214.19,0.74,7.47,21121.11,131,0.93,0.79,False,False,187,4.67
62253,12.68,683,sandy,0.84,4550.45,0.48,8.38,13580.29,240,0.67,0.88,True,False,836,70.4
49866,3.27,3268,sandy,0.2,2427.31,0.49,1.82,21524.88,53,0.49,0.15,True,False,1070,42.6
61311,18.8,507,loamy,0.18,4966.04,0.86,1.83,8593.29,330,0.02,0.91,False,True,2507,29.19
20957,28.98,932,sandy,0.84,934.77,0.04,5.91,17410.64,426,0.66,0.91,False,False,2473,76.39
12229,31.35,2495,sandy,0.09,2863.65,0.59,1.35,11929.08,349,0.78,0.98,False,False,4919,1.57
76899,24.36,2834,clayey,0.2,3119.07,0.42,9.64,16170.88,302,0.58,0.89,True,True,368,90.94
65712,31.04,2334,clayey,0.94,1531.51,0.23,5.51,20108.33,292,0.44,0.36,True,True,4621,16.92
58662,28.71,1995,sandy,0.2,4128.57,0.56,6.56,24637.76,38,0.39,0.74,False,False,635,9.03
65691,19.62,1394,loamy,0.56,429.31,0.19,2.08,27149.45,40,0.66,0.43,True,True,3138,67.34
31122,23.77,1816,sandy,0.52,877.53,0.54,1.45,4388.22,384,0.9,0.7,False,True,418,48.88
90869,14.86,163,loamy,0.68,2211.96,0.42,8.88,4939.5,325,0.09,0.58,True,True,2038,26.69
42304,0.27,2014,loamy,0.21,2950.2,0.91,2.61,27192.12,64,0.31,0.21,False,False,4034,61.21
71418,31.01,1962,loamy,0.57,1591.11,0.81,7.41,1975.63,85,0.47,0.29,False,False,2652,66.16
19222,35.99,1778,clayey,0.67,69.05,0.85,9.14,28405.62,265,0.81,0.26,False,False,3325,65.76
15092,9.18,1155,sandy,0.02,2123.04,0.69,5.11,381.82,406,0.5,0.77,False,True,1202,9.67
90152,16.82,3582,loamy,0.08,290.48,0.74,2.94,19241.19,81,0.1,0.21,False,True,3097,14.12
51425,20.82,2934,clayey,0.04,2142.61,0.2,9.3,21234.23,316,0.65,0.68,False,False,2109,48.05
82886,31.44,1740,sandy,0.64,522.49,0.32,7.9,12037.56,279,0.58,0.54,True,True,2308,81.99
96238,6.44,29,clayey,0.47,980.24,0.27,6.36,2595.91,20,0.49,0.3,False,True,4740,45.83
60261,5.33,2514,sandy,0.91,3848.73,0.17,8.54,20578.18,73,0.26,0.75,True,False,2854,38.67
16746,31.55,510,clayey,0.35,14.99,0.91,3.82,11545.26,166,0.67,0.83,False,True,2786,79.82
1408,7.26,2490,clayey,0.38,804.67,0.78,2.43,14063.41,382,0.19,0.95,True,True,855,84.4
23213,36.74,1607,sandy,0.23,1870.85,0.81,7.98,22927.27,255,0.24,0.35,False,False,2486,84.68
82831,9.32,3806,clayey,0.95,1775.24,0.55,3.39,28429.95,84,0.19,0.79,False,True,2583,2.72
2009,20.65,2652,loamy,0.35,1306.64,0.85,8.21,1589.49,20,0.71,0.79,False,True,1897,19.26
71946,4.77,2510,clayey,0.48,2477.28,0.22,7.23,7294.15,211,0.19,0.39,True,False,1970,24.25
11085,17.52,119,loamy,0.06,99.97,0.03,0.96,3155.09,373,0.09,0.18,True,False,703,82.11
5344,15.34,3929,loamy,0.64,160.66,0.64,3.7,5498.29,415,0.75,0.98,False,True,853,94.65
22727,4.34,1760,loamy,0.93,4671.58,0.93,8.59,18102.67,185,0.98,0.12,False,True,2950,81.11
45488,5.31,3896,sandy,0.88,1705.42,0.53,4.45,19554.85,325,0.98,0.07,True,False,3717,84.55
84338,38.84,3188,sandy,0.75,3842.62,0.95,4.72,12212.14,308,0.56,0.93,False,True,4998,9.02
30072,31.65,464,loamy,0.35,31.82,0.8,0.33,638.99,203,0.3,0.97,False,True,4494,16.48
61646,37.11,2360,loamy,0.1,2031.26,0.75,8.8,13601.25,57,0.67,0.49,True,True,1564,59.41
21635,4.1,2362,clayey,0.25,838.23,0.16,2.76,28109.6,114,0.88,0.45,False,True,1330,9.19
66178,11.8,2596,sandy,0.21,2108.85,0.71,5.75,16937.82,424,0.12,0.73,False,False,1363,18.31
30055,12.01,2052,sandy,0.2,1523.06,0.46,0.22,5291.04,163,0.95,0.61,False,True,1072,80.43
31062,13.1,3185,clayey,0.06,2394.42,0.07,1.14,8444.93,287,0.22,0.73,False,False,2626,55.51
18012,11.75,1445,clayey,0.73,4470.94,0.22,8.06,20731.28,345,0.92,0.11,False,False,3988,86.93
69472,5.16,1171,clayey,0.05,4066.59,0.69,0.22,5120.36,315,0.65,0.49,False,False,2730,31.51
87971,5.22,124,clayey,0.21,2138.21,0.37,6.38,29948.18,351,0.49,0.79,True,False,1782,8.74
67623,30.66,3125,sandy,0.99,379.99,0.01,5.82,7601.21,83,0.51,0.33,True,True,1136,1.53
27506,11.78,1892,clayey,0.41,18.56,0.94,4.21,3037.5,249,0.68,0.84,True,False,567,3.66
69523,36.81,2376,sandy,0.02,1079.6,0.63,7.14,7827.63,116,0.57,0.44,True,True,3889,83.71
97065,15.23,3600,sandy,0.0,2929.54,0.02,8.14,21127.46,477,0.32,0.45,False,False,2919,75.66
1015,37.27,2942,sandy,0.56,1158.5,0.13,2.52,8257.12,94,0.91,0.75,False,True,2157,52.58
59737,14.96,1620,loamy,0.78,3573.21,0.97,6.62,21585.39,137,0.35,0.52,True,True,4054,67.3
85981,38.74,560,sandy,0.02,4469.32,0.72,1.96,6308.25,456,0.72,0.9,True,True,4242,17.45
65550,29.96,1237,loamy,0.17,3200.9,0.95,3.6,29677.48,87,0.21,0.56,False,False,1757,94.42
57684,11.12,3366,clayey,0.79,1347.05,0.8,7.07,4742.68,14,0.0,0.07,True,True,3980,47.95
53428,7.94,602,sandy,0.96,1729.94,0.78,7.74,19098.53,273,0.61,0.62,True,False,3547,7.5
51811,8.23,2938,loamy,0.99,1921.33,0.44,4.54,12187.5,315,0.1,0.72,False,False,239,25.6
43291,3.15,1044,loamy,0.89,3086.72,0.16,7.47,10321.23,227,0.31,0.63,True,True,3044,70.73
50413,26.68,1814,clayey,0.09,4678.11,0.61,5.9,22039.66,194,0.72,0.6,True,True,3491,97.66
95356,22.74,512,loamy,0.51,4782.07,0.03,6.88,819.0,471,0.86,0.89,True,True,1316,55.14
66436,2.29,2851,loamy,0.72,1231.06,0.17,3.68,195.05,491,0.9,0.77,True,False,4725,6.65
52371,2.67,2110,clayey,0.32,3958.85,0.62,6.79,16324.18,241,0.68,0.29,True,False,1385,66.57
36329,4.7,3861,sandy,0.22,1712.06,0.46,4.74,5013.53,468,0.02,0.24,False,False,3307,52.5
49385,9.9,343,sandy,0.35,4704.34,0.2,0.14,22046.18,0,0.22,0.53,False,False,248,49.34
38721,32.36,2579,clayey,0.67,4918.82,0.23,7.17,5195.36,277,0.43,0.53,False,False,483,93.4
15553,18.01,3778,sandy,0.47,4828.04,0.33,9.84,10707.92,206,0.9,0.37,False,False,3770,55.75
77691,22.81,2118,loamy,0.6,1885.74,0.43,3.79,21293.0,292,0.97,0.14,False,True,404,12.01
16726,17.13,3308,sandy,0.54,3245.66,0.74,3.2,13757.46,136,0.58,0.14,False,False,4846,42.84
68570,18.52,972,sandy,0.1,2581.37,0.91,6.72,21549.56,9,0.22,0.65,True,True,1936,18.52
79998,31.51,1145,clayey,0.73,4938.83,0.96,5.04,13156.53,187,0.11,0.09,True,False,1482,66.86
45493,18.62,149,loamy,0.86,2045.89,0.96,9.0,23199.79,465,0.26,0.98,False,True,1216,51.05
98746,27.84,2724,clayey,0.01,1001.91,0.45,1.51,3906.57,357,0.11,0.73,False,False,3168,70.2
46895,34.77,2913,clayey,0.0,3851.04,0.21,4.26,20616.14,64,0.6,0.39,True,True,4098,22.82
78025,20.11,3776,sandy,0.26,1418.26,0.82,0.69,19390.35,66,0.81,0.91,True,True,212,50.27
88548,35.43,1431,clayey,0.7,3813.27,0.55,6.2,10346.28,82,0.62,0.42,True,True,4084,84.14
47699,12.7,1363,loamy,0.41,3718.22,0.93,1.55,13953.93,164,0.42,0.44,True,False,511,68.51
59086,35.13,3670,loamy,0.48,1473.8,0.48,8.84,15843.98,47,0.7,0.68,True,True,2619,78.14
75939,24.91,2864,sandy,0.04,4918.34,0.32,7.0,24269.74,38,0.17,0.47,True,False,2011,14.97
5136,22.38,520,clayey,0.55,3598.53,0.26,0.81,26783.85,157,0.51,0.03,False,True,1300,28.32
1138,7.95,1751,loamy,0.46,2953.23,0.65,9.99,27139.38,396,0.49,0.17,True,False,4256,79.78
12957,27.76,2992,clayey,0.62,3336.97,0.36,5.83,5468.85,152,0.71,0.56,True,True,3951,21.18
24319,17.83,3722,clayey,0.94,2102.22,0.98,3.71,4336.85,382,0.68,0.38,False,True,2549,92.18
32733,15.26,368,clayey,0.85,3990.43,0.9,6.05,13480.65,367,0.13,0.91,True,True,1154,17.39
66804,6.79,415,sandy,0.87,1010.52,0.68,6.83,10368.06,348,0.37,0.19,True,False,3548,57.17
91169,35.0,253,loamy,0.69,4140.52,0.75,8.28,15764.05,390,0.64,0.1,True,False,2952,27.77
88441,9.22,1356,loamy,0.94,1264.1,0.31,8.85,16670.82,418,0.43,0.4,True,False,863,0.89
9501,9.92,1751,loamy,0.19,2685.9,0.39,8.77,10442.56,118,0.39,0.69,False,False,1557,80.44
27554,17.05,3974,clayey,0.22,2036.24,0.24,5.25,15452.16,310,0.67,0.01,True,False,1552,68.68
23989,17.41,1258,loamy,0.26,331.81,0.18,4.45,9748.61,400,0.76,0.92,False,True,463,73.78
82294,21.02,612,sandy,0.25,4712.4,0.36,1.67,29615.01,359,0.98,0.73,False,True,990,83.01
34642,8.87,3472,loamy,0.95,2424.34,0.68,0.06,13684.39,408,0.34,0.37,False,False,4910,20.36
82058,5.79,2498,clayey,0.56,4275.99,0.34,3.64,27763.01,184,0.05,0.79,True,False,2883,78.8
10412,34.18,309,loamy,0.23,4400.68,0.77,1.31,27535.88,162,0.75,0.45,True,True,19,14.4
92817,39.62,2922,clayey,0.88,1667.65,0.41,3.21,8973.89,425,0.6,0.96,True,True,897,43.72
55307,5.99,410,sandy,0.25,3952.73,0.26,5.68,20206.83,463,0.83,0.77,False,True,2587,39.4
88542,21.14,311,loamy,0.58,2376.21,0.01,4.61,21787.4,104,0.35,0.57,False,True,2559,96.37
6381,32.14,1377,loamy,0.7,2669.4,0.42,2.02,16207.58,101,0.09,0.19,True,True,2207,39.39
31063,34.03,317,loamy,0.25,1460.4,0.96,8.42,21637.31,123,0.06,0.21,False,True,927,71.81
45055,16.91,368,clayey,0.47,1274.56,0.32,9.5,12732.89,400,0.15,0.39,True,False,4494,31.62
21563,16.14,492,loamy,0.1,1853.11,0.31,7.67,3061.78,121,0.88,0.07,True,True,3123,18.1
13294,20.18,3092,loamy,0.83,92.53,0.04,1.01,1408.1,373,0.21,0.71,False,True,3896,19.94
52997,4.91,241,sandy,0.93,1407.21,0.48,4.24,6492.64,274,0.84,0.67,True,False,2338,72.01
72430,29.11,1444,sandy,0.99,3117.95,0.2,5.5,9401.96,209,0.93,0.65,False,True,4432,67.21
27958,9.73,3319,loamy,0.75,3870.87,0.3,5.42,10048.62,467,0.81,0.33,False,True,3683,76.17
10879,6.85,-46,clayey,0.14,1100.6,0.95,3.45,5898.2,492,0.44,0.33,True,True,1758,79.32
16163,1.0,2190,sandy,0.14,3542.7,0.46,6.58,28853.15,158,0.42,0.49,False,True,4518,32.83
74199,37.34,-40,sandy,0.53,2814.45,0.16,0.97,3968.1,365,0.66,0.8,True,False,961,92.02
20115,24.01,1832,sandy,0.35,652.47,0.98,6.64,22624.62,195,0.46,0.82,False,False,1534,43.95
58454,38.16,802,sandy,0.12,3058.66,0.88,6.12,2018.95,64,0.56,0.17,True,False,1776,2.81
22529,29.83,2622,clayey,0.6,702.52,0.56,1.43,4636.83,113,0.48,0.35,True,False,3635,15.82
61880,1.41,1273,clayey,0.39,2809.32,0.39,4.58,14477.04,357,0.63,0.6,False,True,1925,71.4
4836,20.32,2526,clayey,0.16,2429.43,0.77,3.03,22950.71,16,0.34,0.22,True,True,1622,27.83
72695,21.71,2260,clayey,0.78,2299.18,0.97,7.25,19621.3,457,0.66,0.28,True,True,219,81.94
78703,27.46,2367,clayey,0.34,136.81,0.37,4.32,659.67,394,0.18,0.24,False,False,3436,36.39
11547,36.06,385,clayey,0.8,4733.25,0.63,0.64,4525.89,399,0.98,0.57,False,True,325,0.57
58691,33.2,2898,sandy,0.42,2492.83,0.17,8.82,19389.15,256,0.36,0.86,True,False,718,81.41
30707,38.78,399,clayey,0.41,2916.51,0.32,2.53,7096.06,486,0.97,0.97,True,False,4777,87.72
14093,32.4,2602,sandy,0.79,3511.9,0.88,8.43,14155.69,80,0.66,0.29,False,True,1303,88.38
13783,31.1,211,clayey,0.72,104.0,0.45,9.21,10988.27,2,0.95,0.31,True,False,2973,95.26
5809,34.44,3453,sandy,0.32,93.53,0.74,0.94,6719.88,52,0.85,0.78,True,True,1640,43.58
68942,37.76,760,sandy,0.92,3541.82,0.18,8.99,17970.59,350,0.07,0.05,True,False,3105,85.03
42944,2.73,3475,loamy,0.76,3884.36,0.13,5.59,999.86,247,0.23,0.98,False,True,962,36.86
71032,18.23,734,loamy,0.86,4590.44,0.97,3.62,18946.25,139,0.98,0.57,True,False,3986,55.78
68244,24.52,3138,loamy,0.03,3222.78,0.45,5.16,25817.77,407,0.92,0.97,False,False,82,5.59
55308,35.58,2979,sandy,0.39,2371.48,0.61,2.24,21591.01,210,0.91,0.66,True,True,226,20.95
56204,22.73,592,sandy,0.73,336.58,0.97,1.24,18459.7,4,0.38,0.17,False,True,85,21.12
87720,27.37,3503,clayey,0.69,1734.67,0.73,7.97,20382.45,421,0.88,0.2,False,True,3191,97.68
43057,39.51,850,sandy,0.53,4992.55,0.17,6.72,27931.53,406,0.07,0.18,True,True,144,65.82
26873,7.22,2556,sandy,0.78,69.14,0.45,6.17,10406.2,101,0.73,0.76,True,False,822,35.11
52035,3.26,302,sandy,0.5,3430.83,0.35,9.66,16696.51,344,0.86,0.47,True,True,1681,67.52
70515,30.71,2676,loamy,0.53,300.04,0.44,7.01,23377.89,61,0.89,0.18,True,True,1612,2.1
60196,0.97,193,clayey,0.94,4985.83,0.51,1.72,5929.22,450,0.8,0.62,True,False,3971,87.05
16864,33.22,2846,clayey,0.09,1976.0,0.75,5.03,1673.71,66,0.28,0.53,True,True,4842,63.76
22829,4.97,3221,sandy,0.75,734.69,0.03,1.74,26185.25,185,0.02,0.22,False,True,4077,30.07
859,36.72,1075,clayey,0.07,35.41,0.26,5.84,2581.17,257,0.71,0.36,True,True,1484,70.95
49565,27.37,1920,clayey,0.92,1556.9,0.76,0.92,18654.98,115,0.77,0.92,False,True,572,18.6
54070,35.03,3284,clayey,0.94,2907.13,0.32,7.06,12242.74,453,0.16,0.21,True,True,1378,22.61
70922,2.1,980,clayey,0.95,457.83,0.67,9.92,18934.72,484,0.37,0.16,False,True,2768,88.89
29720,20.7,3542,clayey,0.1,2939.62,0.34,4.54,14055.29,85,0.21,0.81,False,True,4220,9.11
91177,12.2,-29,sandy,0.42,1068.19,0.35,5.42,24018.72,143,0.7,0.66,False,False,1998,6.54
6768,25.8,3807,loamy,0.8,3404.83,0.59,1.68,1792.83,10,0.03,0.58,True,False,3123,68.46
3079,0.93,611,loamy,0.07,5.73,0.06,8.58,10446.09,392,0.89,0.6,False,False,4735,62.72
61751,2.31,2337,clayey,0.22,2575.89,0.02,5.36,13619.04,382,0.99,0.42,False,True,265,3.79
67089,11.93,1797,loamy,0.99,3944.04,0.01,5.16,119.14,328,0.11,0.99,True,False,3707,47.89
25673,8.72,3032,sandy,0.01,2281.9,0.53,3.4,20613.85,235,0.82,0.2,True,False,3189,0.57
66192,26.97,1555,clayey,0.85,2306.1,0.34,2.57,6755.6,367,0.33,0.01,True,False,3864,14.05
12970,3.48,2219,sandy,0.15,988.02,0.6,3.45,10372.74,101,0.92,0.7,True,True,2830,26.5
50134,10.85,3898,clayey,0.76,3226.9,0.96,2.34,9726.68,335,0.62,0.79,True,False,2941,94.61
33675,5.88,3186,sandy,0.05,1304.33,0.13,4.73,18700.34,122,0.84,0.24,False,True,1222,73.43
17362,25.54,713,loamy,0.86,1033.21,0.8,4.93,5781.71,43,0.49,0.31,True,True,4057,32.25
54777,18.19,3471,loamy,0.27,4393.39,0.36,8.61,22885.16,407,0.63,0.15,False,False,2782,85.83
95950,18.74,2165,loamy,0.39,2324.1,0.05,3.47,19872.93,86,0.19,0.04,False,True,105,22.16
85570,11.11,1519,clayey,0.54,4785.59,0.87,2.27,9790.91,227,0.93,0.12,True,False,1755,14.28
446,12.64,3067,loamy,0.42,2428.17,0.65,5.17,9917.18,375,0.1,0.77,True,False,1525,25.8
3276,29.94,1160,loamy,0.88,3695.5,0.64,1.21,20421.64,279,0.85,0.28,True,True,3831,17.79
61877,13.33,2415,sandy,0.37,3556.18,0.01,8.49,7819.69,401,0.24,0.98,True,True,3038,55.67
88782,13.4,3162,loamy,0.47,2208.48,0.65,5.52,23272.19,161,0.64,0.58,False,True,2570,71.59
19119,15.92,2945,loamy,0.55,962.65,0.02,2.82,343.43,279,0.1,0.59,False,False,482,98.58
51422,27.42,2241,sandy,0.2,4515.36,0.44,7.79,29419.7,294,0.6,0.89,True,False,1091,50.41
64439,9.24,1088,clayey,0.38,3709.54,0.8,3.93,27593.74,34,0.9,0.5,True,False,1462,71.28
65410,2.21,3538,sandy,0.82,3885.93,0.08,5.05,29354.61,325,0.86,0.23,False,True,1252,65.61
72475,23.98,3475,clayey,0.29,2588.11,0.72,2.16,9126.52,312,0.14,0.87,True,False,2659,35.95
72491,30.84,3300,sandy,0.2,1339.29,0.47,7.72,24634.24,191,0.62,0.25,False,False,370,97.97
31183,26.9,1022,clayey,0.93,4560.45,0.96,0.42,7057.67,425,0.15,0.14,True,True,2675,54.2
4166,31.24,3622,sandy,0.14,2370.61,0.01,6.72,3036.04,490,0.85,0.33,True,True,324,95.02
40996,16.33,21,sandy,0.47,1250.13,0.18,1.61,23235.87,71,0.09,0.74,False,False,2537,92.64
78754,13.71,1934,sandy,0.77,2001.58,0.43,2.6,20371.5,239,0.98,0.39,True,False,1485,5.22
61146,18.29,2219,clayey,0.83,2915.82,0.59,6.32,10096.93,445,0.22,0.22,True,False,2095,84.41
8362,13.54,253,sandy,0.95,371.74,0.15,3.06,24451.63,188,0.07,0.54,True,False,3101,58.07
48468,39.86,191,loamy,0.26,5.26,0.36,0.49,10042.41,168,0.07,0.47,True,False,2363,88.51
7421,30.76,1654,sandy,0.96,2333.71,0.55,4.36,25282.07,366,0.68,0.56,False,True,4291,32.15
33545,39.31,1173,sandy,0.01,2306.61,0.71,4.86,10382.64,218,0.98,0.26,True,False,4759,13.41
43094,11.7,2096,sandy,0.95,1379.64,0.73,5.97,11790.95,279,0.58,0.42,True,True,3831,33.53
89511,1.84,385,sandy,0.34,1826.74,0.77,0.34,10251.86,146,0.76,0.63,False,False,724,76.08
93908,20.58,3143,sandy,0.13,2518.99,0.09,2.77,22882.12,123,0.33,0.73,False,True,829,76.63
81722,11.66,678,loamy,0.76,2306.41,0.96,6.71,6274.79,11,0.14,0.42,False,True,3916,57.16
